age,weight,height,bmi,goal,level,exercise,duration,image
40,106,182,32.00,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
29,82,170,28.37,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,97,177,30.97,lower_body,intermediate,hip_thrust,60,hip_thrust.jpg
45,113,188,31.96,fat_loss,beginner,burpees,40,burpees.jpg
26,76,160,29.69,core,advanced,plank,70,plank.jpg
32,90,174,29.73,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,81,165,29.75,full_body,beginner,squat,40,squat.jpg
39,101,178,31.88,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,99,170,34.26,lower_body,advanced,lunges,85,lunges.jpg
20,66,150,29.33,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,108,183,32.26,core,intermediate,crunches,50,crunches.jpg
27,79,165,29.02,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,98,180,30.25,full_body,intermediate,box_jump,60,box_jump.jpg
23,77,162,29.34,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,103,175,33.63,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,115,190,31.86,fat_loss,advanced,high_knees,85,high_knees.jpg
28,71,165,26.08,core,beginner,russian_twist,30,russian_twist.jpg
31,93,176,30.02,upper_body,intermediate,pull_up,60,pull_up.jpg
42,111,185,32.43,full_body,advanced,burpees,90,burpees.jpg
19,68,153,29.06,muscle_gain,intermediate,squat,55,squat.jpg
36,99,174,32.72,lower_body,advanced,hip_thrust,80,hip_thrust.jpg
25,85,170,29.41,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,87,172,29.41,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,72,158,28.84,upper_body,beginner,push_up,30,pushup.jpg
37,103,178,32.51,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,111,185,32.43,muscle_gain,intermediate,bench_press,65,bench_press.jpg
29,81,168,28.70,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,96,175,31.35,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,105,180,32.41,core,advanced,leg_raise,80,leg_raise.jpg
21,69,150,30.67,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,107,182,32.30,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
28,83,170,28.72,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,98,177,31.29,lower_body,intermediate,lunges,60,lunges.jpg
45,114,188,32.24,fat_loss,beginner,burpees,40,burpees.jpg
26,77,160,30.08,core,advanced,plank,70,plank.jpg
32,91,174,30.06,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,82,165,30.12,full_body,beginner,squat,40,squat.jpg
39,102,178,32.19,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,100,170,34.60,lower_body,advanced,hip_thrust,85,hip_thrust.jpg
20,67,150,29.78,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,109,183,32.55,core,intermediate,crunches,50,crunches.jpg
27,80,165,29.38,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,99,180,30.56,full_body,intermediate,box_jump,60,box_jump.jpg
23,78,162,29.72,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,104,175,33.96,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,116,190,32.14,fat_loss,advanced,high_knees,85,high_knees.jpg
29,73,165,26.82,core,beginner,russian_twist,30,russian_twist.jpg
31,94,176,30.35,upper_body,intermediate,pull_up,60,pull_up.jpg
42,112,185,32.73,full_body,advanced,burpees,90,burpees.jpg
18,64,155,26.64,muscle_gain,intermediate,squat,50,squat.jpg
36,100,174,33.06,lower_body,advanced,lunges,80,lunges.jpg
25,86,170,29.76,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,88,172,29.75,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,73,158,29.24,upper_body,beginner,push_up,30,pushup.jpg
37,104,178,32.82,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,112,185,32.73,muscle_gain,intermediate,bench_press,65,bench_press.jpg
28,82,168,29.05,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,97,175,31.68,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,106,180,32.72,core,advanced,leg_raise,80,leg_raise.jpg
21,70,150,31.11,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,108,182,32.60,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
29,84,170,29.07,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,99,177,31.61,lower_body,intermediate,hip_thrust,60,hip_thrust.jpg
45,115,188,32.52,fat_loss,beginner,burpees,40,burpees.jpg
26,78,160,30.47,core,advanced,plank,70,plank.jpg
32,92,174,30.39,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,83,165,30.48,full_body,beginner,squat,40,squat.jpg
39,103,178,32.51,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,101,170,34.95,lower_body,advanced,lunges,85,lunges.jpg
20,68,150,30.22,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,110,183,32.85,core,intermediate,crunches,50,crunches.jpg
27,81,165,29.75,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,100,180,30.86,full_body,intermediate,box_jump,60,box_jump.jpg
23,79,162,30.10,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,105,175,34.29,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,117,190,32.41,fat_loss,advanced,high_knees,85,high_knees.jpg
28,72,165,26.44,core,beginner,russian_twist,30,russian_twist.jpg
31,95,176,30.67,upper_body,intermediate,pull_up,60,pull_up.jpg
42,113,185,33.02,full_body,advanced,burpees,90,burpees.jpg
19,69,153,29.48,muscle_gain,intermediate,squat,55,squat.jpg
36,101,174,33.39,lower_body,advanced,hip_thrust,80,hip_thrust.jpg
25,87,170,30.10,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,89,172,30.09,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,74,158,29.64,upper_body,beginner,push_up,30,pushup.jpg
37,105,178,33.14,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,113,185,33.02,muscle_gain,intermediate,bench_press,65,bench_press.jpg
29,83,168,29.41,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,98,175,32.02,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,107,180,33.02,core,advanced,leg_raise,80,leg_raise.jpg
21,71,150,31.56,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,109,182,32.90,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
28,85,170,29.41,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,100,177,31.93,lower_body,intermediate,lunges,60,lunges.jpg
45,116,188,32.80,fat_loss,beginner,burpees,40,burpees.jpg
26,79,160,30.86,core,advanced,plank,70,plank.jpg
32,93,174,30.72,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,84,165,30.85,full_body,beginner,squat,40,squat.jpg
39,104,178,32.82,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,102,170,35.29,lower_body,advanced,hip_thrust,85,hip_thrust.jpg
20,69,150,30.67,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,111,183,33.15,core,intermediate,crunches,50,crunches.jpg
27,82,165,30.12,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,101,180,31.17,full_body,intermediate,box_jump,60,box_jump.jpg
23,80,162,30.48,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,106,175,34.61,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,118,190,32.69,fat_loss,advanced,high_knees,85,high_knees.jpg
29,74,165,27.18,core,beginner,russian_twist,30,russian_twist.jpg
31,96,176,30.99,upper_body,intermediate,pull_up,60,pull_up.jpg
42,114,185,33.31,full_body,advanced,burpees,90,burpees.jpg
18,65,155,27.05,muscle_gain,intermediate,squat,50,squat.jpg
36,102,174,33.73,lower_body,advanced,lunges,80,lunges.jpg
25,88,170,30.45,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,90,172,30.43,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,75,158,30.04,upper_body,beginner,push_up,30,pushup.jpg
37,106,178,33.46,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,114,185,33.31,muscle_gain,intermediate,bench_press,65,bench_press.jpg
28,84,168,29.76,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,99,175,32.35,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,108,180,33.33,core,advanced,leg_raise,80,leg_raise.jpg
21,72,150,32.00,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,110,182,33.21,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
29,86,170,29.76,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,101,177,32.25,lower_body,intermediate,hip_thrust,60,hip_thrust.jpg
45,117,188,33.08,fat_loss,beginner,burpees,40,burpees.jpg
26,80,160,31.25,core,advanced,plank,70,plank.jpg
32,94,174,31.05,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,85,165,31.22,full_body,beginner,squat,40,squat.jpg
39,105,178,33.14,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,103,170,35.64,lower_body,advanced,lunges,85,lunges.jpg
20,70,150,31.11,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,112,183,33.45,core,intermediate,crunches,50,crunches.jpg
27,83,165,30.48,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,102,180,31.48,full_body,intermediate,box_jump,60,box_jump.jpg
23,81,162,30.86,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,107,175,34.94,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,119,190,32.96,fat_loss,advanced,high_knees,85,high_knees.jpg
28,73,165,26.82,core,beginner,russian_twist,30,russian_twist.jpg
31,97,176,31.31,upper_body,intermediate,pull_up,60,pull_up.jpg
42,115,185,33.60,full_body,advanced,burpees,90,burpees.jpg
19,70,153,29.91,muscle_gain,intermediate,squat,55,squat.jpg
36,103,174,34.06,lower_body,advanced,hip_thrust,80,hip_thrust.jpg
25,89,170,30.80,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,91,172,30.77,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,76,158,30.44,upper_body,beginner,push_up,30,pushup.jpg
37,107,178,33.77,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,115,185,33.60,muscle_gain,intermediate,bench_press,65,bench_press.jpg
29,85,168,30.11,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,100,175,32.65,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,109,180,33.64,core,advanced,leg_raise,80,leg_raise.jpg
21,73,150,32.44,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,111,182,33.51,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
28,87,170,30.10,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,102,177,32.57,lower_body,intermediate,lunges,60,lunges.jpg
45,118,188,33.36,fat_loss,beginner,burpees,40,burpees.jpg
26,81,160,31.64,core,advanced,plank,70,plank.jpg
32,95,174,31.38,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,86,165,31.59,full_body,beginner,squat,40,squat.jpg
39,106,178,33.46,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,104,170,35.99,lower_body,advanced,hip_thrust,85,hip_thrust.jpg
20,71,150,31.56,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,113,183,33.75,core,intermediate,crunches,50,crunches.jpg
27,84,165,30.85,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,103,180,31.79,full_body,intermediate,box_jump,60,box_jump.jpg
23,82,162,31.24,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,108,175,35.27,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,120,190,33.24,fat_loss,advanced,high_knees,85,high_knees.jpg
29,75,165,27.55,core,beginner,russian_twist,30,russian_twist.jpg
31,98,176,31.64,upper_body,intermediate,pull_up,60,pull_up.jpg
42,116,185,33.90,full_body,advanced,burpees,90,burpees.jpg
18,66,155,27.48,muscle_gain,intermediate,squat,50,squat.jpg
36,104,174,34.40,lower_body,advanced,lunges,80,lunges.jpg
25,90,170,31.14,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,92,172,31.11,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,77,158,30.84,upper_body,beginner,push_up,30,pushup.jpg
37,108,178,34.09,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,116,185,33.90,muscle_gain,intermediate,bench_press,65,bench_press.jpg
28,86,168,30.47,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,101,175,32.98,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,110,180,33.95,core,advanced,leg_raise,80,leg_raise.jpg
21,74,150,32.89,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,112,182,33.81,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
29,88,170,30.45,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,103,177,32.88,lower_body,intermediate,hip_thrust,60,hip_thrust.jpg
45,119,188,33.64,fat_loss,beginner,burpees,40,burpees.jpg
26,82,160,32.03,core,advanced,plank,70,plank.jpg
32,96,174,31.71,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,87,165,31.96,full_body,beginner,squat,40,squat.jpg
39,107,178,33.77,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,105,170,36.33,lower_body,advanced,lunges,85,lunges.jpg
20,72,150,32.00,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,114,183,34.04,core,intermediate,crunches,50,crunches.jpg
27,85,165,31.22,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,104,180,32.10,full_body,intermediate,box_jump,60,box_jump.jpg
23,83,162,31.62,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,109,175,35.59,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,121,190,33.52,fat_loss,advanced,high_knees,85,high_knees.jpg
28,74,165,27.18,core,beginner,russian_twist,30,russian_twist.jpg
31,99,176,31.96,upper_body,intermediate,pull_up,60,pull_up.jpg
42,117,185,34.19,full_body,advanced,burpees,90,burpees.jpg
19,71,153,30.33,muscle_gain,intermediate,squat,55,squat.jpg
36,105,174,34.73,lower_body,advanced,hip_thrust,80,hip_thrust.jpg
25,91,170,31.49,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,93,172,31.45,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,78,158,31.24,upper_body,beginner,push_up,30,pushup.jpg
37,109,178,34.41,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,117,185,34.19,muscle_gain,intermediate,bench_press,65,bench_press.jpg
29,87,168,30.82,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,102,175,33.31,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,111,180,34.26,core,advanced,leg_raise,80,leg_raise.jpg
21,75,150,33.33,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,113,182,34.11,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
28,89,170,30.80,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,104,177,33.20,lower_body,intermediate,lunges,60,lunges.jpg
45,120,188,33.93,fat_loss,beginner,burpees,40,burpees.jpg
26,83,160,32.42,core,advanced,plank,70,plank.jpg
32,97,174,32.04,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,88,165,32.32,full_body,beginner,squat,40,squat.jpg
39,108,178,34.09,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,106,170,36.68,lower_body,advanced,hip_thrust,85,hip_thrust.jpg
20,73,150,32.44,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,115,183,34.34,core,intermediate,crunches,50,crunches.jpg
27,86,165,31.59,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,105,180,32.41,full_body,intermediate,box_jump,60,box_jump.jpg
23,84,162,32.01,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,110,175,35.92,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,122,190,33.80,fat_loss,advanced,high_knees,85,high_knees.jpg
29,76,165,27.91,core,beginner,russian_twist,30,russian_twist.jpg
31,100,176,32.28,upper_body,intermediate,pull_up,60,pull_up.jpg
42,118,185,34.48,full_body,advanced,burpees,90,burpees.jpg
18,67,155,27.89,muscle_gain,intermediate,squat,50,squat.jpg
36,106,174,35.07,lower_body,advanced,lunges,80,lunges.jpg
25,92,170,31.83,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,94,172,31.78,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,79,158,31.64,upper_body,beginner,push_up,30,pushup.jpg
37,110,178,34.72,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,118,185,34.48,muscle_gain,intermediate,bench_press,65,bench_press.jpg
28,88,168,31.17,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,103,175,33.63,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,112,180,34.57,core,advanced,leg_raise,80,leg_raise.jpg
21,76,150,33.78,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,114,182,34.41,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
29,90,170,31.14,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,105,177,33.52,lower_body,intermediate,hip_thrust,60,hip_thrust.jpg
45,121,188,34.21,fat_loss,beginner,burpees,40,burpees.jpg
26,84,160,32.81,core,advanced,plank,70,plank.jpg
32,98,174,32.38,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,89,165,32.69,full_body,beginner,squat,40,squat.jpg
39,109,178,34.41,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,107,170,37.02,lower_body,advanced,lunges,85,lunges.jpg
20,74,150,32.89,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,116,183,34.64,core,intermediate,crunches,50,crunches.jpg
27,87,165,31.96,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,106,180,32.72,full_body,intermediate,box_jump,60,box_jump.jpg
23,85,162,32.39,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,111,175,36.24,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,123,190,34.07,fat_loss,advanced,high_knees,85,high_knees.jpg
28,75,165,27.55,core,beginner,russian_twist,30,russian_twist.jpg
31,101,176,32.60,upper_body,intermediate,pull_up,60,pull_up.jpg
42,119,185,34.77,full_body,advanced,burpees,90,burpees.jpg
19,72,153,30.76,muscle_gain,intermediate,squat,55,squat.jpg
36,107,174,35.40,lower_body,advanced,hip_thrust,80,hip_thrust.jpg
25,93,170,32.18,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,95,172,32.12,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,80,158,32.04,upper_body,beginner,push_up,30,pushup.jpg
37,111,178,35.04,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,119,185,34.77,muscle_gain,intermediate,bench_press,65,bench_press.jpg
29,89,168,31.53,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,104,175,33.96,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,113,180,34.88,core,advanced,leg_raise,80,leg_raise.jpg
