age,weight,height,bmi,goal,level,exercise,duration,image
21,77,150,34.22,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,115,182,34.71,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
28,91,170,31.49,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,106,177,33.84,lower_body,intermediate,lunges,60,lunges.jpg
45,122,188,34.49,fat_loss,beginner,burpees,40,burpees.jpg
26,85,160,33.20,core,advanced,plank,70,plank.jpg
32,99,174,32.71,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,90,165,33.06,full_body,beginner,squat,40,squat.jpg
39,110,178,34.72,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,108,170,37.37,lower_body,advanced,hip_thrust,85,hip_thrust.jpg
20,75,150,33.33,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,117,183,34.93,core,intermediate,crunches,50,crunches.jpg
27,88,165,32.32,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,107,180,33.02,full_body,intermediate,box_jump,60,box_jump.jpg
23,86,162,32.77,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,112,175,36.57,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,124,190,34.35,fat_loss,advanced,high_knees,85,high_knees.jpg
29,77,165,28.28,core,beginner,russian_twist,30,russian_twist.jpg
31,102,176,32.92,upper_body,intermediate,pull_up,60,pull_up.jpg
42,120,185,35.06,full_body,advanced,burpees,90,burpees.jpg
18,68,155,28.31,muscle_gain,intermediate,squat,50,squat.jpg
36,108,174,35.74,lower_body,advanced,lunges,80,lunges.jpg
25,94,170,32.53,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,96,172,32.46,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,81,158,32.44,upper_body,beginner,push_up,30,pushup.jpg
37,112,178,35.35,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,120,185,35.06,muscle_gain,intermediate,bench_press,65,bench_press.jpg
28,90,168,31.89,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,105,175,34.29,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,114,180,35.19,core,advanced,leg_raise,80,leg_raise.jpg
21,78,150,34.67,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,116,182,35.01,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
29,92,170,31.83,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,107,177,34.16,lower_body,intermediate,hip_thrust,60,hip_thrust.jpg
45,123,188,34.77,fat_loss,beginner,burpees,40,burpees.jpg
26,86,160,33.59,core,advanced,plank,70,plank.jpg
32,100,174,33.05,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,91,165,33.42,full_body,beginner,squat,40,squat.jpg
39,111,178,35.04,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,109,170,37.72,lower_body,advanced,lunges,85,lunges.jpg
20,76,150,33.78,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,118,183,35.23,core,intermediate,crunches,50,crunches.jpg
27,89,165,32.69,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,108,180,33.33,full_body,intermediate,box_jump,60,box_jump.jpg
23,87,162,33.15,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,113,175,36.90,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,125,190,34.63,fat_loss,advanced,high_knees,85,high_knees.jpg
28,76,165,27.91,core,beginner,russian_twist,30,russian_twist.jpg
31,103,176,33.24,upper_body,intermediate,pull_up,60,pull_up.jpg
42,121,185,35.35,full_body,advanced,burpees,90,burpees.jpg
19,73,153,31.19,muscle_gain,intermediate,squat,55,squat.jpg
36,109,174,36.07,lower_body,advanced,hip_thrust,80,hip_thrust.jpg
25,95,170,32.87,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,97,172,32.80,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,82,158,32.84,upper_body,beginner,push_up,30,pushup.jpg
37,113,178,35.67,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,121,185,35.35,muscle_gain,intermediate,bench_press,65,bench_press.jpg
29,91,168,32.24,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,106,175,34.61,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,115,180,35.49,core,advanced,leg_raise,80,leg_raise.jpg
21,79,150,35.11,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,117,182,35.31,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
28,93,170,32.18,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,108,177,34.48,lower_body,intermediate,lunges,60,lunges.jpg
45,124,188,35.05,fat_loss,beginner,burpees,40,burpees.jpg
26,87,160,33.98,core,advanced,plank,70,plank.jpg
32,101,174,33.38,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,92,165,33.79,full_body,beginner,squat,40,squat.jpg
39,112,178,35.35,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,110,170,38.06,lower_body,advanced,hip_thrust,85,hip_thrust.jpg
20,77,150,34.22,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,119,183,35.53,core,intermediate,crunches,50,crunches.jpg
27,90,165,33.06,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,109,180,33.64,full_body,intermediate,box_jump,60,box_jump.jpg
23,88,162,33.54,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,114,175,37.22,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,126,190,34.90,fat_loss,advanced,high_knees,85,high_knees.jpg
29,78,165,28.65,core,beginner,russian_twist,30,russian_twist.jpg
31,104,176,33.56,upper_body,intermediate,pull_up,60,pull_up.jpg
42,122,185,35.64,full_body,advanced,burpees,90,burpees.jpg
18,69,155,28.72,muscle_gain,intermediate,squat,50,squat.jpg
36,110,174,36.40,lower_body,advanced,lunges,80,lunges.jpg
25,96,170,33.22,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,98,172,33.13,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,83,158,33.24,upper_body,beginner,push_up,30,pushup.jpg
37,114,178,35.99,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,122,185,35.64,muscle_gain,intermediate,bench_press,65,bench_press.jpg
28,92,168,32.60,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,107,175,34.94,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,116,180,35.80,core,advanced,leg_raise,80,leg_raise.jpg
21,80,150,35.56,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,118,182,35.62,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
29,94,170,32.53,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,109,177,34.80,lower_body,intermediate,hip_thrust,60,hip_thrust.jpg
45,125,188,35.33,fat_loss,beginner,burpees,40,burpees.jpg
26,88,160,34.38,core,advanced,plank,70,plank.jpg
32,102,174,33.71,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,93,165,34.16,full_body,beginner,squat,40,squat.jpg
39,113,178,35.67,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,111,170,38.41,lower_body,advanced,lunges,85,lunges.jpg
20,78,150,34.67,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,120,183,35.83,core,intermediate,crunches,50,crunches.jpg
27,91,165,33.42,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,110,180,33.95,full_body,intermediate,box_jump,60,box_jump.jpg
23,89,162,33.92,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,115,175,37.55,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,127,190,35.18,fat_loss,advanced,high_knees,85,high_knees.jpg
28,77,165,28.28,core,beginner,russian_twist,30,russian_twist.jpg
31,105,176,33.88,upper_body,intermediate,pull_up,60,pull_up.jpg
42,123,185,35.93,full_body,advanced,burpees,90,burpees.jpg
19,74,153,31.62,muscle_gain,intermediate,squat,55,squat.jpg
36,111,174,36.73,lower_body,advanced,hip_thrust,80,hip_thrust.jpg
25,97,170,33.56,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,99,172,33.47,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,84,158,33.64,upper_body,beginner,push_up,30,pushup.jpg
37,115,178,36.30,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,123,185,35.93,muscle_gain,intermediate,bench_press,65,bench_press.jpg
29,93,168,32.95,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,108,175,35.27,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,117,180,36.11,core,advanced,leg_raise,80,leg_raise.jpg
21,81,150,36.00,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,119,182,35.92,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
28,95,170,32.87,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,110,177,35.12,lower_body,intermediate,lunges,60,lunges.jpg
45,126,188,35.61,fat_loss,beginner,burpees,40,burpees.jpg
26,89,160,34.77,core,advanced,plank,70,plank.jpg
32,103,174,34.04,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,94,165,34.53,full_body,beginner,squat,40,squat.jpg
39,114,178,35.99,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,112,170,38.75,lower_body,advanced,hip_thrust,85,hip_thrust.jpg
20,79,150,35.11,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,121,183,36.13,core,intermediate,crunches,50,crunches.jpg
27,92,165,33.79,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,111,180,34.26,full_body,intermediate,box_jump,60,box_jump.jpg
23,90,162,34.29,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,116,175,37.88,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,128,190,35.45,fat_loss,advanced,high_knees,85,high_knees.jpg
29,79,165,29.02,core,beginner,russian_twist,30,russian_twist.jpg
31,106,176,34.20,upper_body,intermediate,pull_up,60,pull_up.jpg
42,124,185,36.22,full_body,advanced,burpees,90,burpees.jpg
18,70,155,29.14,muscle_gain,intermediate,squat,50,squat.jpg
36,112,174,37.07,lower_body,advanced,lunges,80,lunges.jpg
25,98,170,33.91,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,100,172,33.81,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,85,158,34.04,upper_body,beginner,push_up,30,pushup.jpg
37,116,178,36.62,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,124,185,36.22,muscle_gain,intermediate,bench_press,65,bench_press.jpg
28,94,168,33.31,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,109,175,35.59,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,118,180,36.42,core,advanced,leg_raise,80,leg_raise.jpg
21,82,150,36.44,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,120,182,36.22,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
29,96,170,33.22,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,111,177,35.44,lower_body,intermediate,hip_thrust,60,hip_thrust.jpg
45,127,188,35.89,fat_loss,beginner,burpees,40,burpees.jpg
26,90,160,35.16,core,advanced,plank,70,plank.jpg
32,104,174,34.37,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,95,165,34.89,full_body,beginner,squat,40,squat.jpg
39,115,178,36.30,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,113,170,39.10,lower_body,advanced,lunges,85,lunges.jpg
20,80,150,35.56,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,122,183,36.43,core,intermediate,crunches,50,crunches.jpg
27,93,165,34.16,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,112,180,34.57,full_body,intermediate,box_jump,60,box_jump.jpg
23,91,162,34.67,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,117,175,38.20,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,129,190,35.73,fat_loss,advanced,high_knees,85,high_knees.jpg
28,78,165,28.65,core,beginner,russian_twist,30,russian_twist.jpg
31,107,176,34.52,upper_body,intermediate,pull_up,60,pull_up.jpg
42,125,185,36.51,full_body,advanced,burpees,90,burpees.jpg
19,75,153,32.05,muscle_gain,intermediate,squat,55,squat.jpg
36,113,174,37.40,lower_body,advanced,hip_thrust,80,hip_thrust.jpg
25,99,170,34.26,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,101,172,34.14,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,86,158,34.44,upper_body,beginner,push_up,30,pushup.jpg
37,117,178,36.93,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,125,185,36.51,muscle_gain,intermediate,bench_press,65,bench_press.jpg
29,95,168,33.66,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,110,175,35.92,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,119,180,36.73,core,advanced,leg_raise,80,leg_raise.jpg
21,83,150,36.89,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,121,182,36.52,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
28,97,170,33.56,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,112,177,35.76,lower_body,intermediate,lunges,60,lunges.jpg
45,128,188,36.18,fat_loss,beginner,burpees,40,burpees.jpg
26,91,160,35.55,core,advanced,plank,70,plank.jpg
32,105,174,34.70,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,96,165,35.26,full_body,beginner,squat,40,squat.jpg
39,116,178,36.62,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,114,170,39.45,lower_body,advanced,hip_thrust,85,hip_thrust.jpg
20,81,150,36.00,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,123,183,36.73,core,intermediate,crunches,50,crunches.jpg
27,94,165,34.53,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,113,180,34.88,full_body,intermediate,box_jump,60,box_jump.jpg
23,92,162,35.04,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,118,175,38.53,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,130,190,36.01,fat_loss,advanced,high_knees,85,high_knees.jpg
29,80,165,29.38,core,beginner,russian_twist,30,russian_twist.jpg
31,108,176,34.84,upper_body,intermediate,pull_up,60,pull_up.jpg
42,126,185,36.80,full_body,advanced,burpees,90,burpees.jpg
18,71,155,29.55,muscle_gain,intermediate,squat,50,squat.jpg
36,114,174,37.74,lower_body,advanced,lunges,80,lunges.jpg
25,100,170,34.60,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,102,172,34.48,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,87,158,34.84,upper_body,beginner,push_up,30,pushup.jpg
37,118,178,37.25,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,126,185,36.80,muscle_gain,intermediate,bench_press,65,bench_press.jpg
28,96,168,34.01,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,111,175,36.24,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,120,180,37.04,core,advanced,leg_raise,80,leg_raise.jpg
21,84,150,37.33,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,122,182,36.82,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
29,98,170,33.91,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,113,177,36.08,lower_body,intermediate,hip_thrust,60,hip_thrust.jpg
45,129,188,36.46,fat_loss,beginner,burpees,40,burpees.jpg
26,92,160,35.94,core,advanced,plank,70,plank.jpg
32,106,174,35.03,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,97,165,35.63,full_body,beginner,squat,40,squat.jpg
39,117,178,36.93,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,115,170,39.79,lower_body,advanced,lunges,85,lunges.jpg
20,82,150,36.44,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,124,183,37.03,core,intermediate,crunches,50,crunches.jpg
27,95,165,34.89,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,114,180,35.19,full_body,intermediate,box_jump,60,box_jump.jpg
23,93,162,35.42,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,119,175,38.86,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,131,190,36.28,fat_loss,advanced,high_knees,85,high_knees.jpg
28,79,165,29.02,core,beginner,russian_twist,30,russian_twist.jpg
31,109,176,35.16,upper_body,intermediate,pull_up,60,pull_up.jpg
42,127,185,37.10,full_body,advanced,burpees,90,burpees.jpg
19,76,153,32.48,muscle_gain,intermediate,squat,55,squat.jpg
36,115,174,38.07,lower_body,advanced,hip_thrust,80,hip_thrust.jpg
25,101,170,34.95,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,103,172,34.82,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,88,158,35.24,upper_body,beginner,push_up,30,pushup.jpg
37,119,178,37.56,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,127,185,37.10,muscle_gain,intermediate,bench_press,65,bench_press.jpg
29,97,168,34.36,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,112,175,36.57,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,121,180,37.35,core,advanced,leg_raise,80,leg_raise.jpg
21,85,150,37.78,upper_body,beginner,dumbbell_curl,30,dumbbell_curl.jpg
40,123,182,37.12,full_body,intermediate,kettlebell_swing,65,kettlebell_swing.jpg
28,99,170,34.26,muscle_gain,advanced,deadlift,85,deadlift.jpg
34,114,177,36.40,lower_body,intermediate,lunges,60,lunges.jpg
45,130,188,36.74,fat_loss,beginner,burpees,40,burpees.jpg
26,93,160,36.33,core,advanced,plank,70,plank.jpg
32,107,174,35.36,upper_body,intermediate,triceps_dip,55,triceps_dip.jpg
24,98,165,35.99,full_body,beginner,squat,40,squat.jpg
39,118,178,37.25,muscle_gain,intermediate,goblet_squat,65,goblet_squat.jpg
33,116,170,40.14,lower_body,advanced,hip_thrust,85,hip_thrust.jpg
20,83,150,36.89,fat_loss,beginner,mountain_climbers,30,mountain_climbers.jpg
41,125,183,37.33,core,intermediate,crunches,50,crunches.jpg
27,96,165,35.26,upper_body,advanced,shoulder_press,75,shoulder_press.jpg
35,115,180,35.49,full_body,intermediate,box_jump,60,box_jump.jpg
23,94,162,35.80,muscle_gain,beginner,romanian_deadlift,40,romanian_deadlift.jpg
38,120,175,39.18,lower_body,beginner,glute_bridge,35,glute_bridge.jpg
46,132,190,36.56,fat_loss,advanced,high_knees,85,high_knees.jpg
29,81,165,29.75,core,beginner,russian_twist,30,russian_twist.jpg
31,110,176,35.48,upper_body,intermediate,pull_up,60,pull_up.jpg
42,128,185,37.39,full_body,advanced,burpees,90,burpees.jpg
18,72,155,29.97,muscle_gain,intermediate,squat,50,squat.jpg
36,116,174,38.41,lower_body,advanced,lunges,80,lunges.jpg
25,102,170,35.29,fat_loss,beginner,jumping_jacks,30,jumping_jacks.jpg
30,104,172,35.15,core,intermediate,bicycle_crunch,50,bicycle_crunch.jpg
22,89,158,35.64,upper_body,beginner,push_up,30,pushup.jpg
37,120,178,37.88,full_body,advanced,mountain_climbers,80,mountain_climbers.jpg
44,128,185,37.39,muscle_gain,intermediate,bench_press,65,bench_press.jpg
28,98,168,34.72,lower_body,beginner,calf_raise,30,calf_raise.jpg
33,113,175,36.90,fat_loss,intermediate,box_jump,55,box_jump.jpg
38,122,180,37.65,core,advanced,leg_raise,80,leg_raise.jpg 